All,Alle
"There are no customers for this alert.","Det finnes ingen kunder for dette varselet."
"Subscribe Date","Abonnerings dato"
"Last Notified","Siste varslet"
"Send Count","Send telling"
"New Attribute","Nytt attributt"
"Attribute Set",Attributtsett
"Add New Option","Legg til nytt alternativ"
"Import Options","Alternativer for import"
Import,Importere
"Add New Row","Legg til ny rad"
"Delete Row","Slett rad"
"Tier Pricing","Nivå prising"
"Default Price",Standardpris
"ALL GROUPS","ALLE GRUPPER"
"Add Price","Legg til pris"
"Default Values",Standardverdier
"Related Products","Beslektede produkter"
"Size for %1","Størrelse for %1"
"Watermark File for %1","Vannmerke-filen for %1"
"Position of Watermark for %1","Plasseringen av vannmerket for %1"
"Name in %1","Navnet i %1"
"Change Status","Endre status"
"Update Attributes","Oppdatere attributter"
"start typing to search category","begynn å skrive for å søke etter kategori"
"New Category","Ny kategori"
"Add New Images","Legge til nye bilder"
"Inc. Tax","Inkl. mva"
"Does this have a weight?","Har dette en vekt?"
"Notify Low Stock RSS","Varsle lav lager RSS"
"Low Stock Products","Lav lager produkter"
"%1 has reached a quantity of %2.","%1 har nådd et antall på %2."
"Go to Home Page","Gå til hjemmesiden"
"Subscribe to RSS Feed","Abonner på RSS Feed"
"Products Comparison List","Sammenligning produktlisten"
"New Products from %1","Nye produkter fra %1"
"New Products","Nye produkter"
"%1 - Special Products","%1 - spesielle produkter"
"Click for price","Klikk for pris"
"Price: %1","Pris: %1"
"Special Price: %1","Spesialpris: %1"
"Special Products","Spesielle produkter"
"Manage Catalog Categories","Administrer katalog kategorier"
"Manage Categories","Administrere kategorier"
"You deleted the category.","Du slettet kategorien."
"Something went wrong while trying to delete the category.","Noe gikk galt mens du prøver å slette kategorien."
Categories,Kategorier
"Category is not available for requested store.","Kategorien er ikke tilgjengelig for forespurt butikk."
"There was a category move error.","Det oppstod en kategori flyttefeil."
"You moved the category.","Du flyttet kategorien."
"Something went wrong while saving the category.","Noe gikk galt under lagring av kategorien."
"You saved the category.","Du lagret kategorien."
"Please select products for attributes update.","Velg produkter for attributtoppdateringen."
"Please make sure to define SKU values for all processed products.","Kontroller at det er definert SKU verdier for alle bearbeidede produkter."
"Something went wrong while updating the product(s) attributes.","Noe gikk galt ved oppdatering av produkt(er) attributtene."
"Something went wrong while processing the request.","Noe gikk galt under arbeidet av denne forespørselenen."
"Unable to add attribute","Kan ikke legge til attributtet"
"Manage Product Attributes","Administrere produkt-attributter"
"We can't delete the attribute.","Vi kan ikke slette attributtet."
"You deleted the product attribute.","Du slettet produktattributtet."
"We can't find an attribute to delete.","Vi kan ikke finne et attributt å slette."
"This attribute no longer exists.","Dette attributtet finnes ikke lenger."
"This attribute cannot be edited.","Attributtet kan ikke redigeres."
"Edit Product Attribute","Redigere produkt attributt"
"Something went wrong while saving the attribute.","Noe gikk galt under lagring av attributtet."
"You saved the product attribute.","Du lagret attributtet produktet."
"An attribute with this code already exists.","Det finnes allerede et attributt med denne koden."
"An attribute with the same code (%1) already exists.","Det finnes allerede et attributt med den samme koden (%1)."
"The value of Admin scope can't be empty.","Verdien av Admin området kan ikke være tomt."
"You duplicated the product.","Du dupliserte produktet."
"This product doesn't exist.","Dette produktet finnes ikke."
"Invalid product id. Should be numeric value greater than 0","Ugyldig produkt-ID. Må være numerisk verdi større enn 0"
"A group with the same name already exists.","En gruppe med dette navnet eksisterer allerede."
"Something went wrong while saving this group.","Noe gikk galt under lagringen av denne gruppen."
"A total of %1 record(s) have been deleted.","Totalt %1 post(er) ble slettet."
"A total of %1 record(s) have been updated.","Totalt %1 post(er) er oppdatert."
"Something went wrong while updating the product(s) status.","Noe gikk galt ved oppdatering av produkt(er) status."
"You saved the product.","Du lagret produktet."
"SKU for product %1 has been changed to %2.","SKU for produktet %1 er endret til %2."
"The image cannot be removed as it has been assigned to the other image role","Bildet kan ikke fjernes som den er tilordnet andre bildet rollen"
"New Attribute Set","Nytt attributtsett"
"The attribute set has been removed.","Attributtsettet er fjernet."
"We can't delete this set right now.","Vi kan ikke slette settet akkurat nå."
"New Set","Nytt sett"
"Manage Product Sets","Administrere produktsett"
"Manage Attribute Sets","Administrer attributtsett"
"This attribute set no longer exists.","Dette attributtet finnes ikke lenger."
"You saved the attribute set.","Du lagret attributtsettet."
"Something went wrong while saving the attribute set.","Noe gikk galt under lagring av attributtsettet."
"You cleared the comparison list.","Du fjernet listen for sammenligning."
"Something went wrong  clearing the comparison list.","Noe gikk galt undering fjerning av sammenligning-listen."
"You removed product %1 from the comparison list.","Du fjernet produktet %1 fra listen for sammenligning."
"1 item","1 produkt"
"%1 items","%1 produkter"
"Are you sure you want to remove this item from your Compare Products list?","Er du sikker på at du vil fjerne dette elementet fra din sammenlignproduktliste?"
"Are you sure you want to remove all items from your Compare Products list?","Er du sikker på at du vil fjerne alle elementer fra din sammenlignproduktliste?"
"Invalid attribute %1","Ugyldig attributt %1"
Grid,Rutenett
List,Liste
"Bad controller interface for showing product","Dårlig kontrolleren grensesnitt for å vise produktet"
"Product is not loaded","Produktet er ikke lastet"
"Make sure the To Date is later than or the same as the From Date.","Kontroller at Til Dato er senere enn eller samme som Fra Dato."
"Sorry, but we can't find the new parent category you selected.","Beklager, men vi finner ikke den nye overordnede kategorien du har valgt."
"Sorry, but we can't find the new category you selected.","Beklager, men vi finner ikke den nye kategorien du har valgt."
"We can't move the category because the parent category name matches the child category name.","Vi kan ikke flytte kategorien fordi det overordnede kategorinavnet samsvarer med navnet på underkategorien."
"Something went wrong while getting the image url.","Noe gikk galt under henting av bilde-url."
"Can't delete root category.","Kan ikke slette rotkategori."
"Default Product Listing Sort by does not exist in Available Product Listing Sort By.","Standard Produkt Liste Sortering Etter finnes ikke i Tilgjengelig Produkt Liste Sortering Etter."
"No layout updates","Ingen layout oppdateringer"
"Products only","Kun produkter"
"Static block only","Kun statisk blokk"
"Static block and products","Statisk blokk og produkter"
"Please select a static block.","Velg en statisk blokk."
frontend_label,frontend_etikett
"Could not save product ""%1"" with position %2 to category %3","Kan ikke lagre produkt ""%1"" med posisjon %2 til kategori %3"
"Could not save product ""%product"" with position %position to category %category","Kan ikke lagre produkt ""%product"" med posisjon %position til kategori %category"
"Operation do not allow to move a parent category to any of children category","Operasjonen tillater ikke at man flytter en overordnet kategori til en underordnet kategori"
"Could not move category","Kan ikke flytte kategori"
"Could not save category: %1","Kan ikke lagre Kategori: %1"
"Cannot delete category with id %1","Kan ikke slette kategorien med ID %1"
"-- Please Select a Category --","-Velg en kategori-"
"Grid Only","Bare rutenett"
"List Only","Kun liste"
"Grid (default) / List","Rutenett (standard) / liste"
"List (default) / Grid","Liste (standard) / rutenett"
"Automatic (equalize price ranges)","Automatisk (utjevne prisklasser)"
"Automatic (equalize product counts)","Automatisk (utjevne produktantall)"
Manual,Manuell
"-- Please select --","-Vennligst velg--"
"Parent Product Thumbnail","Overordnet produkt miniatyrbilde"
"12h AM/PM","12 timer AM/PM"
24h,24t
Stretch,Strekk
Tile,Flis
Top/Left,Øverst/venstre
Top/Right,Øverste/høyre
Bottom/Left,Nederst/venstre
Bottom/Right,Nederst/høyre
Center,Midtstill
"%1 doesn't extends \Magento\Framework\Model\AbstractModel","%1 er ikke en forlengelse av \Magento\Framework\Model\AbstractModel"
"Something went wrong while saving the file(s).","Noe gikk galt mens filen/filene skulle lagres."
"File can not be saved to the destination folder.","Filen kan ikke lagres til angitt mappe."
"Unknown EAV indexer type ""%1"".","Ukjent EAV indekser type""%1""."
"We can't rebuild the index for an undefined product.","Vi kan ikke bygge indeksen for en udefinert produkt."
"Bad value was supplied.","Ugyldig verdi ble angitt."
"The Flat Catalog module has a limit of %2$d filterable and/or sortable attributes.Currently there are %1$d of them.Please reduce the number of filterable/sortable attributes in order to use this module","Modulen Flat katalogen har en grense på %2$d filtrerbare og/eller sorterbar attributter. Foreløpig er det %1$d av dem. Reduser antall filtrerbare/sorterbar attributter for å bruke denne modulen"
"Unsupported product type ""%1"".","Ikke-støttet produkt type ""%1""."
"Please correct the category.","Korriger kategorien."
"Must be category model instance or its id.","Må være kategori modell forekomst eller denne sin id."
"The attribute model is not defined.","Attributtmodellen er ikke definert."
Category,Kategori
"%1 doesn't extend \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgorithmInterface","%1 er ikke en forlengelse av \Magento\Catalog\Model\Layer\Filter\Dynamic\AlgoritmInterface"
"%1 doesn't extends \Magento\Catalog\Model\Layer\Filter\AbstractFilter","%1 er ikke en forlengelse av \Magento\Catalog\Model\Layer\Filter\AbstractFilter"
"The filter must be an object. Please set the correct filter.","Filteret må være et objekt. Angi riktig filter."
"Clear Price","Fjern pris"
"%1 and above","%1 og over"
"Group price must be a number greater than 0.","Gruppepris må være et nummer større enn 0."
"Media Gallery converter should be an instance of EntryConverterInterface.","Media Galleri Konverterer burde være en instanse av EntryConverterInterface."
"There is no MediaGalleryEntryConverter for given type","Det finnes ikke en MediaGalleryEntryConverter for den angitte typen"
"Please enter a number 0 or greater in this field.","Angi et nummer 0 eller større i dette feltet."
"SKU length should be %1 characters maximum.","SKU lengde burde være %1 tegn maksimum."
"Please enter a valid number in this field.","Vennligst skriv inn et gyldig tall i dette feltet."
"We found a duplicate website, tier price, customer group and quantity.","Vi fant en duplisert nettside, prisnivå, kundegruppe og kvantitet."
"Percentage value must be a number between 0 and 100.","Prosentverdi må være et tall mellom 0 og 100."
"Invalid option id %1","Ugyldig alternativ id %1"
"Use config","Bruk konfigurasjon"
"Attribute Set already exists.","Attributt sett eksisterer allerede."
"The option type to get group instance is incorrect.","Alternativtypen for å få gruppeforekomsten er feil."
"Select type options required values rows.","Velg typealternativer krever verdier rader."
"Please specify date required option(s).","Angi alternativene for datoen som kreves."
"Please specify time required option(s).","Angi alternativene for tid."
"The option instance type in options group is incorrect.","Forekomst alternativtypen alternativer er feil."
"The product instance type in options group is incorrect.","Produktets forekomsttype i alternativer gruppe er feil."
"The BuyRequest instance in options group is incorrect.","BuyRequest forekomsten alternativer er feil."
"We can't add the product to the cart because of an option validation issue.","Vi kan ikke legge produktet i handlevognen på grunn av et problem med godkjennelse av alternativ."
"The file '%1' for '%2' has an invalid extension.","Filen '%1' til '%2' har en ugyldig filtype."
"The maximum allowed image size for '%1' is %2x%3 px.","Maksimalt tillatt størrelsen for '%1' er %2x%3 px."
"The file '%1' you uploaded is larger than the %2 megabytes allowed by our server.","Filen '%1' du lastet opp er større enn %2 MB tillatt av vår server."
"The file '%1' is invalid. Please choose another one","Filen '%1' er ugyldig. Velg en annen"
"Some of the selected item options are not currently available.","Noen av de valgte alternativene er ikke tilgjengelige for øyeblikket."
"Invalid attribute %fieldName = %fieldValue.","Ugyldig attributt %fieldName = %fieldValue."
"Requested store is not found. Row ID: SKU = %SKU, Store ID: %storeId.","Forespurt butikk ble ikke funnet. Rad-ID: SKU = %SKU, Store ID: %storeId."
"Invalid attribute Cost = %cost. Row ID: SKU = %SKU, Store ID: %storeId.","Ugyldig attributt pris = %cost. Rad-ID: SKU = %SKU, Store ID: %storeId."
"Could not save Prices.","Kan ikke lagre priser."
"Could not delete Prices","Kan ikke slette priser"
"Could not save Tier Prices","Kan ikke lagre nivå priser"
"Could not replace Tier Prices","Kan ikke erstatte nivå priser"
